,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
2554,"[3, -6, 4, -4, 0, -7, 0, 4, 0, -5, -7, 3, -4]","[4, 1, -8, -5, -4, 4, -1, -6, -5, -6, -5, 4, 2]","[7, -2, 8, 0, 4, -3, 4, 8, 4, -1, -3, 7, 0]","[8, 5, -4, -1, 0, 8, 3, -2, -1, -2, -1, 8, 6]","[3, -6, 4, 0, -7, 0, 4, 0, -5, -7, 3, -4]","[4, 1, -8, -4, 4, -1, -6, -5, -6, -5, 4, 2]","[4, 3, -6, 4, -4, 0, -7, 0, 4, 0, -5, -7, 3, -4]","[4, 4, 1, -8, -5, -4, 4, -1, -6, -5, -6, -5, 4, 2]","[3, -6, 4, -4, 0, -7, 0, 4, 0, -5, -7, 3, -4, 0.3333333333333333, -0.16666666666666666, 0.25, -0.25, 'ZeroDivisionError', -0.14285714285714285, 'ZeroDivisionError', 0.25, 'ZeroDivisionError', -0.2, -0.14285714285714285, 0.3333333333333333, -0.25]","[4, 1, -8, -5, -4, 4, -1, -6, -5, -6, -5, 4, 2, 0.25, 1.0, -0.125, -0.2, -0.25, 0.25, -1.0, -0.16666666666666666, -0.2, -0.16666666666666666, -0.2, 0.25, 0.5]","[12, -24, 16, -16, 0, -28, 0, 16, 0, -20, -28, 12, -16]","[16, 4, -32, -20, -16, 16, -4, -24, -20, -24, -20, 16, 8]","[-7, 3, 3, 4, 0, -7, -4, -6, 0, -4, 4, -5, 0]","[-8, 2, -5, -6, -1, 4, -6, 4, -4, 1, -5, -5, 4]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2555,"[-5, 6, 0, -6, -8, 4, -10, -3]","[2, -9, 7, -2, -9, 1, 8, 1]","[-1, 10, 4, -2, -4, 8, -6, 1]","[6, -5, 11, 2, -5, 5, 12, 5]","[-5, 0, -6, -8, 4, -10, -3]","[2, 7, -2, -9, 1, 8, 1]","[-5, 6, 0, -6, -8, 4, 4, -10, -3]","[2, -9, 7, -2, -9, 4, 1, 8, 1]","[-5, 6, 0, -6, -8, 4, -10, -3, -0.2, 0.16666666666666666, 'ZeroDivisionError', -0.16666666666666666, -0.125, 0.25, -0.1, -0.3333333333333333]","[2, -9, 7, -2, -9, 1, 8, 1, 0.5, -0.1111111111111111, 0.14285714285714285, -0.5, -0.1111111111111111, 1.0, 0.125, 1.0]","[-20, 24, 0, -24, -32, 16, -40, -12]","[8, -36, 28, -8, -36, 4, 32, 4]","[-3, -5, 4, 0, -8, -6, 6, -10]","[2, -9, 7, -2, 1, 8, -9, 1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2556,"[15, 14, 0, 9]","[1, -5, 13, 14]","[19, 18, 4, 13]","[5, -1, 17, 18]","[15, 14, 9]","[1, -5, 14]","[15, 14, 4, 0, 9]","[1, -5, 4, 13, 14]","[15, 14, 0, 9, 0.06666666666666667, 0.07142857142857142, 'ZeroDivisionError', 0.1111111111111111]","[1, -5, 13, 14, 1.0, -0.2, 0.07692307692307693, 0.07142857142857142]","[60, 56, 0, 36]","[4, -20, 52, 56]","[0, 9, 15, 14]","[14, 1, -5, 13]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2557,"[5, -15, 6, -1, -6, -4, -5, -17, 5, 5, -11, -15, -2]","[-12, 4, -5, 10, 1, -4, 8, -2, 6, -5, -5, 8, 1]","[9, -11, 10, 3, -2, 0, -1, -13, 9, 9, -7, -11, 2]","[-8, 8, -1, 14, 5, 0, 12, 2, 10, -1, -1, 12, 5]","[5, -15, 6, -1, -4, -5, -17, 5, 5, -11, -15, -2]","[-12, 4, -5, 10, -4, 8, -2, 6, -5, -5, 8, 1]","[5, -15, 4, 6, -1, -6, -4, -5, -17, 5, 5, -11, -15, -2]","[-12, 4, 4, -5, 10, 1, -4, 8, -2, 6, -5, -5, 8, 1]","[5, -15, 6, -1, -6, -4, -5, -17, 5, 5, -11, -15, -2, 0.2, -0.06666666666666667, 0.16666666666666666, -1.0, -0.16666666666666666, -0.25, -0.2, -0.058823529411764705, 0.2, 0.2, -0.09090909090909091, -0.06666666666666667, -0.5]","[-12, 4, -5, 10, 1, -4, 8, -2, 6, -5, -5, 8, 1, -0.08333333333333333, 0.25, -0.2, 0.1, 1.0, -0.25, 0.125, -0.5, 0.16666666666666666, -0.2, -0.2, 0.125, 1.0]","[20, -60, 24, -4, -24, -16, -20, -68, 20, 20, -44, -60, -8]","[-48, 16, -20, 40, 4, -16, 32, -8, 24, -20, -20, 32, 4]","[-11, 5, -4, 5, 6, -1, 5, -15, -2, -6, -5, -17, -15]","[10, -5, 6, 1, -5, 4, 1, 8, -4, -5, 8, -12, -2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2558,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],[],[],[],[],[],error,[],error,error,error,error,error,error,error,error,error,error
2559,"[5, 6]","[-4, -1]","[9, 10]","[0, 3]",[6],[-1],"[4, 5, 6]","[4, -4, -1]","[5, 6, 0.2, 0.16666666666666666]","[-4, -1, -0.25, -1.0]","[20, 24]","[-16, -4]","[5, 6]","[-1, -4]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2560,"[6, 4, -2, 5, 11, 12, -2, 13, 4, 4]","[-8, -4, 1, 12, -5, 1, -1, -7, -4, -7]","[10, 8, 2, 9, 15, 16, 2, 17, 8, 8]","[-4, 0, 5, 16, -1, 5, 3, -3, 0, -3]","[6, -2, 5, 11, 12, -2, 13, 4, 4]","[-8, 1, 12, -5, 1, -1, -7, -4, -7]","[6, 4, -2, 5, 11, 12, -2, 13, 4, 4, 4]","[-8, -4, 1, 12, -5, 1, -1, -7, 4, -4, -7]","[6, 4, -2, 5, 11, 12, -2, 13, 4, 4, 0.16666666666666666, 0.25, -0.5, 0.2, 0.09090909090909091, 0.08333333333333333, -0.5, 0.07692307692307693, 0.25, 0.25]","[-8, -4, 1, 12, -5, 1, -1, -7, -4, -7, -0.125, -0.25, 1.0, 0.08333333333333333, -0.2, 1.0, -1.0, -0.14285714285714285, -0.25, -0.14285714285714285]","[24, 16, -8, 20, 44, 48, -8, 52, 16, 16]","[-32, -16, 4, 48, -20, 4, -4, -28, -16, -28]","[13, 5, 6, 4, -2, 4, 12, 4, -2, 11]","[1, -5, -4, -8, -1, -7, -7, 12, -4, 1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2561,"[9, 11, -7, -2, -2, 12, 15, -6, -12, 14]","[10, 10, -9, 4, -8, 2, 3, 6, 10, -4]","[13, 15, -3, 2, 2, 16, 19, -2, -8, 18]","[14, 14, -5, 8, -4, 6, 7, 10, 14, 0]","[9, -7, -2, -2, 12, 15, -6, -12, 14]","[10, -9, 4, -8, 2, 3, 6, 10, -4]","[9, 11, -7, -2, -2, 12, 4, 15, -6, -12, 14]","[10, 10, -9, 4, -8, 2, 4, 3, 6, 10, -4]","[9, 11, -7, -2, -2, 12, 15, -6, -12, 14, 0.1111111111111111, 0.09090909090909091, -0.14285714285714285, -0.5, -0.5, 0.08333333333333333, 0.06666666666666667, -0.16666666666666666, -0.08333333333333333, 0.07142857142857142]","[10, 10, -9, 4, -8, 2, 3, 6, 10, -4, 0.1, 0.1, -0.1111111111111111, 0.25, -0.125, 0.5, 0.3333333333333333, 0.16666666666666666, 0.1, -0.25]","[36, 44, -28, -8, -8, 48, 60, -24, -48, 56]","[40, 40, -36, 16, -32, 8, 12, 24, 40, -16]","[14, -2, -7, 11, 9, -2, -12, 12, -6, 15]","[3, -4, 10, 4, 10, 10, -8, -9, 6, 2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2562,"[8, 1, 16, 11, 5, 2, 7, 14, 7, -2, -11, 10]","[15, 0, 9, -10, 13, 2, 8, 13, -10, 15, -3, -8]","[12, 5, 20, 15, 9, 6, 11, 18, 11, 2, -7, 14]","[19, 4, 13, -6, 17, 6, 12, 17, -6, 19, 1, -4]","[8, 1, 16, 11, 5, 7, 14, 7, -2, -11, 10]","[15, 0, 9, -10, 13, 8, 13, -10, 15, -3, -8]","[8, 1, 16, 11, 5, 2, 7, 14, 4, 7, -2, -11, 10]","[15, 0, 9, -10, 13, 2, 8, 13, 4, -10, 15, -3, -8]","[8, 1, 16, 11, 5, 2, 7, 14, 7, -2, -11, 10, 0.125, 1.0, 0.0625, 0.09090909090909091, 0.2, 0.5, 0.14285714285714285, 0.07142857142857142, 0.14285714285714285, -0.5, -0.09090909090909091, 0.1]","[15, 0, 9, -10, 13, 2, 8, 13, -10, 15, -3, -8, 0.06666666666666667, 'ZeroDivisionError', 0.1111111111111111, -0.1, 0.07692307692307693, 0.5, 0.125, 0.07692307692307693, -0.1, 0.06666666666666667, -0.3333333333333333, -0.125]","[32, 4, 64, 44, 20, 8, 28, 56, 28, -8, -44, 40]","[60, 0, 36, -40, 52, 8, 32, 52, -40, 60, -12, -32]","[11, 10, 2, 16, 7, -11, 8, 1, -2, 7, 14, 5]","[13, 13, 0, 8, -8, -10, -3, 15, -10, 9, 15, 2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2563,"[-9, -12, 13, 13, 3, 8, -6]","[0, -5, 13, 10, 0, 13, -1]","[-5, -8, 17, 17, 7, 12, -2]","[4, -1, 17, 14, 4, 17, 3]","[-9, -12, 13, 13, 3, 8]","[0, -5, 13, 10, 0, 13]","[-9, -12, 4, 13, 13, 3, 8, -6]","[0, -5, 4, 13, 10, 0, 13, -1]","[-9, -12, 13, 13, 3, 8, -6, -0.1111111111111111, -0.08333333333333333, 0.07692307692307693, 0.07692307692307693, 0.3333333333333333, 0.125, -0.16666666666666666]","[0, -5, 13, 10, 0, 13, -1, 'ZeroDivisionError', -0.2, 0.07692307692307693, 0.1, 'ZeroDivisionError', 0.07692307692307693, -1.0]","[-36, -48, 52, 52, 12, 32, -24]","[0, -20, 52, 40, 0, 52, -4]","[8, 13, -12, 13, 3, -9, -6]","[-1, 13, 10, 13, 0, -5, 0]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2564,[-9],[7],[-5],[11],[],[],"[4, -9]","[4, 7]","[-9, -0.1111111111111111]","[7, 0.14285714285714285]",[-36],[28],[-9],[7],error,error,error,error,error,error,[],error,error,error,error,error,error,error,error,error,error
2565,"[1, -8]","[4, 1]","[5, -4]","[8, 5]",[1],[4],"[1, 4, -8]","[4, 4, 1]","[1, -8, 1.0, -0.125]","[4, 1, 0.25, 1.0]","[4, -32]","[16, 4]","[-8, 1]","[4, 1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2566,"[7, -1, -3, 2, -8, 12, 6, 4, -7]","[12, -6, 4, -7, 11, -1, -6, -3, 3]","[11, 3, 1, 6, -4, 16, 10, 8, -3]","[16, -2, 8, -3, 15, 3, -2, 1, 7]","[7, -1, -3, 2, -8, 6, 4, -7]","[12, -6, 4, -7, 11, -6, -3, 3]","[7, -1, 4, -3, 2, -8, 12, 6, 4, -7]","[12, -6, 4, 4, -7, 11, -1, -6, -3, 3]","[7, -1, -3, 2, -8, 12, 6, 4, -7, 0.14285714285714285, -1.0, -0.3333333333333333, 0.5, -0.125, 0.08333333333333333, 0.16666666666666666, 0.25, -0.14285714285714285]","[12, -6, 4, -7, 11, -1, -6, -3, 3, 0.08333333333333333, -0.16666666666666666, 0.25, -0.14285714285714285, 0.09090909090909091, -1.0, -0.16666666666666666, -0.3333333333333333, 0.3333333333333333]","[28, -4, -12, 8, -32, 48, 24, 16, -28]","[48, -24, 16, -28, 44, -4, -24, -12, 12]","[-1, -8, -3, -7, 6, 2, 4, 7, 12]","[12, -1, 11, -7, -3, 4, -6, -6, 3]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2567,"[2, 0, -9, -1, -2, 5, -9, -4, 1, -5, 4]","[-4, 5, 1, -8, 0, -4, -2, 4, -6, 5, 2]","[6, 4, -5, 3, 2, 9, -5, 0, 5, -1, 8]","[0, 9, 5, -4, 4, 0, 2, 8, -2, 9, 6]","[2, 0, -9, -1, -2, 5, -9, -4, 1, 4]","[-4, 5, 1, -8, 0, -4, -2, 4, -6, 2]","[2, 0, -9, -1, 4, -2, 5, -9, -4, 1, -5, 4]","[-4, 5, 1, -8, 4, 0, -4, -2, 4, -6, 5, 2]","[2, 0, -9, -1, -2, 5, -9, -4, 1, -5, 4, 0.5, 'ZeroDivisionError', -0.1111111111111111, -1.0, -0.5, 0.2, -0.1111111111111111, -0.25, 1.0, -0.2, 0.25]","[-4, 5, 1, -8, 0, -4, -2, 4, -6, 5, 2, -0.25, 0.2, 1.0, -0.125, 'ZeroDivisionError', -0.25, -0.5, 0.25, -0.16666666666666666, 0.2, 0.5]","[8, 0, -36, -4, -8, 20, -36, -16, 4, -20, 16]","[-16, 20, 4, -32, 0, -16, -8, 16, -24, 20, 8]","[4, 1, -1, 5, -9, 2, 0, -2, -5, -4, -9]","[-4, -6, -4, 1, 5, 2, 0, -2, 4, 5, -8]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2568,"[10, 3, -1]","[10, 2, -1]","[14, 7, 3]","[14, 6, 3]","[3, -1]","[2, -1]","[10, 4, 3, -1]","[10, 4, 2, -1]","[10, 3, -1, 0.1, 0.3333333333333333, -1.0]","[10, 2, -1, 0.1, 0.5, -1.0]","[40, 12, -4]","[40, 8, -4]","[10, -1, 3]","[2, 10, -1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2569,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],[],[],[],[],[],error,[],error,error,error,error,error,error,error,error,error,error
2570,"[9, -3, 13, -12, -9, -12, 3, -7]","[-2, -11, 2, 4, 9, -2, 0, 10]","[13, 1, 17, -8, -5, -8, 7, -3]","[2, -7, 6, 8, 13, 2, 4, 14]","[-3, 13, -12, -9, -12, 3, -7]","[-11, 2, 4, 9, -2, 0, 10]","[9, -3, 13, -12, 4, -9, -12, 3, -7]","[-2, -11, 2, 4, 4, 9, -2, 0, 10]","[9, -3, 13, -12, -9, -12, 3, -7, 0.1111111111111111, -0.3333333333333333, 0.07692307692307693, -0.08333333333333333, -0.1111111111111111, -0.08333333333333333, 0.3333333333333333, -0.14285714285714285]","[-2, -11, 2, 4, 9, -2, 0, 10, -0.5, -0.09090909090909091, 0.5, 0.25, 0.1111111111111111, -0.5, 'ZeroDivisionError', 0.1]","[36, -12, 52, -48, -36, -48, 12, -28]","[-8, -44, 8, 16, 36, -8, 0, 40]","[-12, 9, -12, -7, 3, -9, 13, -3]","[9, 2, -11, 10, 4, 0, -2, -2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2571,"[3, 5, -4, 3, -1, -5, -3, -1, 2, 5, -4, -3, 5, 3]","[2, -1, -1, -1, -5, 2, -4, 5, 1, 4, 2, -1, -4, -1]","[7, 9, 0, 7, 3, -1, 1, 3, 6, 9, 0, 1, 9, 7]","[6, 3, 3, 3, -1, 6, 0, 9, 5, 8, 6, 3, 0, 3]","[3, 5, -4, -1, -5, -3, -1, 2, 5, -4, -3, 5, 3]","[2, -1, -1, -5, 2, -4, 5, 1, 4, 2, -1, -4, -1]","[3, 4, 5, -4, 3, -1, -5, -3, -1, 2, 5, -4, -3, 5, 3]","[2, 4, -1, -1, -1, -5, 2, -4, 5, 1, 4, 2, -1, -4, -1]","[3, 5, -4, 3, -1, -5, -3, -1, 2, 5, -4, -3, 5, 3, 0.3333333333333333, 0.2, -0.25, 0.3333333333333333, -1.0, -0.2, -0.3333333333333333, -1.0, 0.5, 0.2, -0.25, -0.3333333333333333, 0.2, 0.3333333333333333]","[2, -1, -1, -1, -5, 2, -4, 5, 1, 4, 2, -1, -4, -1, 0.5, -1.0, -1.0, -1.0, -0.2, 0.5, -0.25, 0.2, 1.0, 0.25, 0.5, -1.0, -0.25, -1.0]","[12, 20, -16, 12, -4, -20, -12, -4, 8, 20, -16, -12, 20, 12]","[8, -4, -4, -4, -20, 8, -16, 20, 4, 16, 8, -4, -16, -4]","[5, 3, -3, 3, -1, -1, 3, 5, -4, 5, -4, -3, 2, -5]","[-1, -4, 2, -1, 2, 5, 2, 4, -5, -1, -1, 1, -1, -4]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2572,"[-9, -5, -8, -8, -5, 2, -9, 4]","[-2, 1, 4, -13, -4, -3, 4, -10]","[-5, -1, -4, -4, -1, 6, -5, 8]","[2, 5, 8, -9, 0, 1, 8, -6]","[-9, -8, -8, -5, 2, -9, 4]","[-2, 4, -13, -4, -3, 4, -10]","[-9, -5, -8, -8, -5, 2, -9, 4, 4]","[-2, 1, 4, -13, -4, -3, 4, -10, 4]","[-9, -5, -8, -8, -5, 2, -9, 4, -0.1111111111111111, -0.2, -0.125, -0.125, -0.2, 0.5, -0.1111111111111111, 0.25]","[-2, 1, 4, -13, -4, -3, 4, -10, -0.5, 1.0, 0.25, -0.07692307692307693, -0.25, -0.3333333333333333, 0.25, -0.1]","[-36, -20, -32, -32, -20, 8, -36, 16]","[-8, 4, 16, -52, -16, -12, 16, -40]","[2, -5, -8, 4, -9, -8, -9, -5]","[4, -13, -10, -4, -3, -2, 4, 1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2573,"[0, -9, -8, -1, -16, -17, -8, 0, -1]","[-1, -16, -19, -2, -11, -11, -19, -2, -6]","[4, -5, -4, 3, -12, -13, -4, 4, 3]","[3, -12, -15, 2, -7, -7, -15, 2, -2]","[0, -9, -8, -1, -17, -8, 0, -1]","[-1, -16, -19, -2, -11, -19, -2, -6]","[0, -9, 4, -8, -1, -16, -17, -8, 0, -1]","[-1, -16, 4, -19, -2, -11, -11, -19, -2, -6]","[0, -9, -8, -1, -16, -17, -8, 0, -1, 'ZeroDivisionError', -0.1111111111111111, -0.125, -1.0, -0.0625, -0.058823529411764705, -0.125, 'ZeroDivisionError', -1.0]","[-1, -16, -19, -2, -11, -11, -19, -2, -6, -1.0, -0.0625, -0.05263157894736842, -0.5, -0.09090909090909091, -0.09090909090909091, -0.05263157894736842, -0.5, -0.16666666666666666]","[0, -36, -32, -4, -64, -68, -32, 0, -4]","[-4, -64, -76, -8, -44, -44, -76, -8, -24]","[-17, -1, -8, 0, -1, -8, -16, -9, 0]","[-19, -19, -2, -11, -1, -2, -6, -11, -16]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2574,"[0, -9, -4, 3, -1, -10]","[-10, -4, 4, 7, -10, -5]","[4, -5, 0, 7, 3, -6]","[-6, 0, 8, 11, -6, -1]","[0, -9, -4, 3, -1]","[-10, -4, 4, 7, -10]","[0, -9, -4, 3, -1, -10, 4]","[-10, -4, 4, 7, -10, -5, 4]","[0, -9, -4, 3, -1, -10, 'ZeroDivisionError', -0.1111111111111111, -0.25, 0.3333333333333333, -1.0, -0.1]","[-10, -4, 4, 7, -10, -5, -0.1, -0.25, 0.25, 0.14285714285714285, -0.1, -0.2]","[0, -36, -16, 12, -4, -40]","[-40, -16, 16, 28, -40, -20]","[0, -4, -10, -1, 3, -9]","[-5, -10, -10, 7, 4, -4]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2575,"[-11, -9, -3, -14, -5]","[0, -12, -10, -12, 1]","[-7, -5, 1, -10, -1]","[4, -8, -6, -8, 5]","[-9, -3, -14, -5]","[-12, -10, -12, 1]","[-11, -9, -3, -14, -5, 4]","[0, -12, -10, -12, 1, 4]","[-11, -9, -3, -14, -5, -0.09090909090909091, -0.1111111111111111, -0.3333333333333333, -0.07142857142857142, -0.2]","[0, -12, -10, -12, 1, 'ZeroDivisionError', -0.08333333333333333, -0.1, -0.08333333333333333, 1.0]","[-44, -36, -12, -56, -20]","[0, -48, -40, -48, 4]","[-3, -11, -9, -14, -5]","[-10, -12, -12, 0, 1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2576,"[-11, 5, 3, -1, -11, 4, -15, -14, 8, 0, -10]","[-2, -3, 9, -7, 10, 6, -17, 10, -3, -2, 2]","[-7, 9, 7, 3, -7, 8, -11, -10, 12, 4, -6]","[2, 1, 13, -3, 14, 10, -13, 14, 1, 2, 6]","[-11, 5, 3, -1, 4, -15, -14, 8, 0, -10]","[-2, -3, 9, -7, 6, -17, 10, -3, -2, 2]","[-11, 5, 3, -1, -11, 4, -15, -14, 8, 4, 0, -10]","[-2, -3, 9, -7, 10, 6, -17, 10, -3, 4, -2, 2]","[-11, 5, 3, -1, -11, 4, -15, -14, 8, 0, -10, -0.09090909090909091, 0.2, 0.3333333333333333, -1.0, -0.09090909090909091, 0.25, -0.06666666666666667, -0.07142857142857142, 0.125, 'ZeroDivisionError', -0.1]","[-2, -3, 9, -7, 10, 6, -17, 10, -3, -2, 2, -0.5, -0.3333333333333333, 0.1111111111111111, -0.14285714285714285, 0.1, 0.16666666666666666, -0.058823529411764705, 0.1, -0.3333333333333333, -0.5, 0.5]","[-44, 20, 12, -4, -44, 16, -60, -56, 32, 0, -40]","[-8, -12, 36, -28, 40, 24, -68, 40, -12, -8, 8]","[4, 3, 0, -15, -14, -1, 8, -10, 5, -11, -11]","[-3, 6, 2, -3, 10, -17, -7, -2, 10, 9, -2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2577,"[-1, -4, 14, -3, 14, 10, 17, -1]","[-2, 2, -4, 9, 15, 9, 5, 4]","[3, 0, 18, 1, 18, 14, 21, 3]","[2, 6, 0, 13, 19, 13, 9, 8]","[-1, 14, -3, 14, 10, 17, -1]","[-2, -4, 9, 15, 9, 5, 4]","[4, -1, -4, 14, -3, 14, 10, 17, -1]","[4, -2, 2, -4, 9, 15, 9, 5, 4]","[-1, -4, 14, -3, 14, 10, 17, -1, -1.0, -0.25, 0.07142857142857142, -0.3333333333333333, 0.07142857142857142, 0.1, 0.058823529411764705, -1.0]","[-2, 2, -4, 9, 15, 9, 5, 4, -0.5, 0.5, -0.25, 0.1111111111111111, 0.06666666666666667, 0.1111111111111111, 0.2, 0.25]","[-4, -16, 56, -12, 56, 40, 68, -4]","[-8, 8, -16, 36, 60, 36, 20, 16]","[-1, -1, 17, -4, 10, 14, -3, 14]","[-2, 9, -4, 15, 4, 9, 5, 2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2578,"[-4, 3, 15]","[9, -6, -2]","[0, 7, 19]","[13, -2, 2]","[3, 15]","[-6, -2]","[4, -4, 3, 15]","[4, 9, -6, -2]","[-4, 3, 15, -0.25, 0.3333333333333333, 0.06666666666666667]","[9, -6, -2, 0.1111111111111111, -0.16666666666666666, -0.5]","[-16, 12, 60]","[36, -24, -8]","[3, -4, 15]","[9, -2, -6]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2579,"[-2, 1, -5, -10, -14, 2, -3, -5, -16, -3, -12, -15, 0]","[1, -5, -12, -10, -5, 4, -1, -11, 4, -1, -10, -4, -10]","[2, 5, -1, -6, -10, 6, 1, -1, -12, 1, -8, -11, 4]","[5, -1, -8, -6, -1, 8, 3, -7, 8, 3, -6, 0, -6]","[-2, 1, -10, -14, 2, -3, -5, -16, -3, -12, -15, 0]","[1, -5, -10, -5, 4, -1, -11, 4, -1, -10, -4, -10]","[-2, 1, -5, -10, -14, 2, -3, -5, -16, -3, -12, -15, 0, 4]","[1, -5, -12, -10, -5, 4, -1, -11, 4, -1, -10, -4, -10, 4]","[-2, 1, -5, -10, -14, 2, -3, -5, -16, -3, -12, -15, 0, -0.5, 1.0, -0.2, -0.1, -0.07142857142857142, 0.5, -0.3333333333333333, -0.2, -0.0625, -0.3333333333333333, -0.08333333333333333, -0.06666666666666667, 'ZeroDivisionError']","[1, -5, -12, -10, -5, 4, -1, -11, 4, -1, -10, -4, -10, 1.0, -0.2, -0.08333333333333333, -0.1, -0.2, 0.25, -1.0, -0.09090909090909091, 0.25, -1.0, -0.1, -0.25, -0.1]","[-8, 4, -20, -40, -56, 8, -12, -20, -64, -12, -48, -60, 0]","[4, -20, -48, -40, -20, 16, -4, -44, 16, -4, -40, -16, -40]","[2, -16, -12, -14, -10, 0, -5, -15, -3, -5, 1, -2, -3]","[-10, -1, 1, -10, 4, -5, -12, -5, -11, 4, -10, -1, -4]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2580,"[1, 12, -4, 0, 7, 6, -2, 11]","[6, 2, 3, 7, 6, 2, 0, 5]","[5, 16, 0, 4, 11, 10, 2, 15]","[10, 6, 7, 11, 10, 6, 4, 9]","[12, -4, 0, 7, 6, -2, 11]","[2, 3, 7, 6, 2, 0, 5]","[1, 12, -4, 0, 4, 7, 6, -2, 11]","[6, 2, 3, 7, 4, 6, 2, 0, 5]","[1, 12, -4, 0, 7, 6, -2, 11, 1.0, 0.08333333333333333, -0.25, 'ZeroDivisionError', 0.14285714285714285, 0.16666666666666666, -0.5, 0.09090909090909091]","[6, 2, 3, 7, 6, 2, 0, 5, 0.16666666666666666, 0.5, 0.3333333333333333, 0.14285714285714285, 0.16666666666666666, 0.5, 'ZeroDivisionError', 0.2]","[4, 48, -16, 0, 28, 24, -8, 44]","[24, 8, 12, 28, 24, 8, 0, 20]","[1, -2, 0, 7, -4, 12, 6, 11]","[7, 5, 0, 6, 2, 6, 3, 2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2581,"[-5, 5, 11, -4, 6, 6, -14, 14, -9, 9, 7, 9, -4]","[7, 14, -11, 5, 8, -8, 3, -3, 9, 14, 1, -7, 0]","[-1, 9, 15, 0, 10, 10, -10, 18, -5, 13, 11, 13, 0]","[11, 18, -7, 9, 12, -4, 7, 1, 13, 18, 5, -3, 4]","[-5, 5, 11, -4, 6, 6, -14, 14, -9, 7, 9, -4]","[7, 14, -11, 5, 8, -8, 3, -3, 9, 1, -7, 0]","[-5, 5, 11, -4, 4, 6, 6, -14, 14, -9, 9, 7, 9, -4]","[7, 14, -11, 5, 4, 8, -8, 3, -3, 9, 14, 1, -7, 0]","[-5, 5, 11, -4, 6, 6, -14, 14, -9, 9, 7, 9, -4, -0.2, 0.2, 0.09090909090909091, -0.25, 0.16666666666666666, 0.16666666666666666, -0.07142857142857142, 0.07142857142857142, -0.1111111111111111, 0.1111111111111111, 0.14285714285714285, 0.1111111111111111, -0.25]","[7, 14, -11, 5, 8, -8, 3, -3, 9, 14, 1, -7, 0, 0.14285714285714285, 0.07142857142857142, -0.09090909090909091, 0.2, 0.125, -0.125, 0.3333333333333333, -0.3333333333333333, 0.1111111111111111, 0.07142857142857142, 1.0, -0.14285714285714285, 'ZeroDivisionError']","[-20, 20, 44, -16, 24, 24, -56, 56, -36, 36, 28, 36, -16]","[28, 56, -44, 20, 32, -32, 12, -12, 36, 56, 4, -28, 0]","[-4, 5, 6, 9, 6, -4, -9, -5, 14, 7, -14, 9, 11]","[9, 14, 5, 3, 7, 0, 8, 1, -3, -8, -7, 14, -11]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
2582,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],[],[],[],[],[],error,[],error,error,error,error,error,error,error,error,error,error
