,id,td_a,td_b,td_c,td_type_a,td_type_b,td_type_c,size_td_a,size_td_b
2740,HmvQECQJ5tj44HjoBqdFU9,"[-7, 2, -7, -6, 0, -7, -4, -4, -11, -1, 2, 0]","[3, -8, -2, 0, -1, 2, -4, -6, 1, -2, -7, -7]",0,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2741,ZBbPVRYyGgZJaHybUiHzu4,"[-3, -8, -5, -4, 4, -2, -10, 4, -13]","[-14, -2, -6, -3, 5, -11, 6, -6, -9]",10,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2742,7PCkM2JGJCEKQ8H9yrWn4s,"[1, 2, -1, -3, 6, -1, 7, 6, -4, 0, 7, 3]","[-3, -2, 2, 5, -3, -2, 8, 4, 0, 8, -4, 1]",-4,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2743,CNyWbQhLhsyUmgqYWfrZdv,"[-11, -1, 5, 3, 0, 0, -16, -17, -8, -17, 3]","[5, -7, 4, -17, -19, -5, -11, -19, 2, -11, -4]",-6,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2744,88jfBzcujvV9BJfCbUB9p8,"[5, 1, 5, -2, 4, -4, -5, 2, -3, -4, 2, -3]","[4, -3, 2, -1, -2, 1, 1, 2, 2, 2, 5, 1]",13,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2745,B6UUWw7W9xBa262kunTvBk,"[-2, -12, 17, -10, -3, 5, -3, 13, -3, 11, -8, 6]","[-7, 8, 9, 3, -10, 3, -5, 6, 18, -7, 1, -2]",19,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2746,LUgdit6McgFwNgCwYt2LRX,"[-5, 4, 10, -1, -3, 11, 4, 14, 10, 6, 12, 9, 14]","[17, -5, 6, 7, 1, 3, -7, 14, 15, 2, 17, -7, 1]",-3,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2747,GiJLQCtcwu5CYi7WDtYQPg,"[2, 6, 6, -9, 8, -8, -19, -9]","[-6, -4, -9, -5, -11, -17, -5, 2]",-6,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2748,mVkUC5J8VAj75S8EuRPp8A,"[0, 6, 7, 11, 0, 6, 9, -5, -11, 12, -7, 14]","[5, 9, -7, 8, 14, 1, -10, 4, 1, 8, -5, -1]",-18,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2749,DuNsomyPKY8LeaiuXwR6NU,"[-4, 12, 13, 7]","[6, 13, -4, -6]",-10,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2750,9XLSmXcEdg4Lpx2M3YvxzB,"[0, -4, -11, 5, 4, -11, -3, -6, -2, -10, 0, -4, -2, 5]","[1, -10, -6, 5, 8, 2, -1, -4, -11, -3, -6, 2, 5, 3]",15,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2751,Fa7EX7tvFYs8uA5w7PpRHe,"[8, 11, 1, 5, 6, 11, -11, -1, 2, 8]","[7, -5, -1, -4, -15, -4, -7, -8, -15, 3]",11,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2752,YdJthCnTNRxW4p76SeANkm,"[-4, 1, -9, 5, -11, -12, 10, -9, -11]","[4, 7, 6, -8, -5, -8, -1, 10, -13]",0,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2753,P4Zg4oBxpBcFvaUm6L8Lp7,"[-6, 0, 3, 4, -7, 1, -2, 4, -12, 1, 4, 1, -9]","[-10, -12, -4, -2, -4, -3, -1, -9, 3, -3, -10, 4, -12]",3,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2754,WNEbWZKiB2v7tc2xCHQGPQ,"[-2, 14, 9, -8, 13, -9, -1]","[-3, 3, 15, -10, 13, -5, 3]",-13,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2755,ZxzG5Njgm9MMHjtje6LUTG,"[10, 6, -9, 12, 10]","[6, -8, -2, 13, 5]",-4,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2756,fRU32bcrU9W9MPLhYbioGL,"[-2, 0, -10, -8, -10, 3, -3, 0, 3, 2, -7, -7]","[-6, 0, -7, -3, 2, 0, 1, -1, -1, 1, 1, -8]",11,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2757,eJ8zmFRKNWVXDjfkAZwnx6,"[0, -14, -15, -16, -12, -2, -9]","[1, -1, 2, 5, 2, -5, 5]",13,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2758,eqBx48Jix3aX78WiWzTNti,[-10],[-4],2,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2759,bne9N9HcoumaUuy8L7Hgj8,"[-3, 1, -4, 13, 6]","[-5, -4, 8, 9, -5]",-10,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2760,WhJ8W3JyvBRWRGii99XNkt,"[-1, -3, 7, 1, 3, 6, -2, -1, -2]","[-5, 1, 1, 0, 6, -4, 6, 4, 0]",5,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2761,CNFPTV8FdXKGSNMjWPtoWp,[],[],-1,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2762,QxYSqBxFoyKqm52CXivizk,"[2, -3, -5, -3, 1]","[-8, -6, -2, -5, -5]",8,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2763,HkJKvoPvCsAVR2RJbgNVk6,"[7, 1, 12, 2, 3, 13, 14, 3, 1, 14, 7, 12, 6, 4]","[5, 6, 10, 6, 13, 6, 8, 5, 10, 9, -3, 4, 8, 3]",18,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2764,UZC4tnVbhWGwR8BAmLh34u,"[-11, -1, -10]","[9, 3, 8]",-10,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2765,D9vSdeJEpq37CYc43fd9od,[0],[4],-11,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2766,iL4uNxbmfXxwNqohz8hHpZ,"[-8, 6, -4]","[5, -6, -2]",6,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2767,5sFFY6F2yVaLAWJSW2kCJm,"[-5, -4, -6, 2, 0, -7]","[-1, 9, 3, -1, -8, -3]",12,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2768,Z8riaZy6yKLhjps5wiyV6R,"[-5, 0]","[8, 11]",5,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2769,6D2E4Mi583wrkxmm29rHZs,"[14, 6, 10, 6, -6, -6, -4, 11, 12, 0]","[1, 7, 10, 6, -2, 8, 9, 3, 6, 8]",-6,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2770,eYftG7DG7FD8X9FaXXvvvS,"[-8, -15, -13, -5, -14, -7, -3, 0, -15, 5, -7, 1]","[-3, -17, 2, -15, -15, -11, 4, -3, -2, -6, -11, -8]",-2,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2771,aHqRrTvrexLQ6eoksVVmCQ,"[7, 2, -5, -2, 3, 0]","[1, -5, 3, -3, -6, 0]",-15,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2772,cvr95mUFYGbAnEr7v4yDEZ,"[8, -17, -5, 12, -12, -17, -3, -17, 9, 0, 7, -3, 2, -17]","[-4, -12, -7, 5, -5, 5, 0, -6, -9, -5, 11, -10, -4, 4]",-10,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2773,eWw9bDeqheRhi6QEWUBpds,"[-11, -4, 3, 1, -4, -9, -6, -8, -2, -15]","[-13, 3, -15, -8, -15, 4, 1, -14, -4, -3]",-5,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2774,6M3PPRT5u5t32NzG4CgC4e,"[4, -6, 0, -6, -5, 0, 0, -8, -7]","[-5, -8, 7, 5, 6, -4, -7, 1, -1]",-18,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2775,TkhSYbEpMoRPWaawhCJRTH,"[1, 11]","[7, 8]",-7,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2776,PbSVSpYcK8Bz69LZXBEKA6,"[-16, -12, 12, 15, 3, 17]","[-12, -1, -6, 2, -13, 12]",8,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2777,Wub7q8jbPpYwBXuot5vQj8,"[-8, 4, -7, 5]","[-6, 1, -9, -11]",-13,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2778,Wz7JBASJjdtjwMTcPSB5TA,"[-1, -8, 13, -7, 4, -4, 8, -13, -7, 12, 1, 10]","[2, -6, 11, 6, 4, 12, -4, -11, -14, 4, 7, -7]",6,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2779,J3qURpcWj7iMKyawjiyWMu,"[-15, 1, 3, -12, 1, -9, -3, -14, 6]","[-7, -5, -7, -13, 4, -17, 1, -18, -14]",13,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2780,YFsvbxebCsU6MNRuiECe2f,[-3],[7],8,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2781,d2TBNUqEUBj7YNXorZN5tQ,"[12, 2, -5, 11, 9, 6, 3, 1, 2, 12, 8, 8]","[5, -1, 3, 3, -4, 8, 11, 3, 0, 6, -4, 10]",-12,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2782,5L83uNyyBUqMJjZgLyRF4R,"[1, -6, -9, -12, -5, -10, -10]","[-2, 7, 8, -3, -13, 3, -8]",-10,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2783,6ABRX68BKJCttkxwxFdDAM,"[6, -2, -4, 8, 8, 3, 4, 3, -7, 3, 3, 8]","[6, 0, 5, 2, -3, 3, -5, -2, -2, 4, 5, -3]",-13,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2784,7wbCxz4PGA9CAKMif4deMP,[4],[-13],-6,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2785,93ztQRbKYKEwS6xjEcpqnC,[-8],[-7],11,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2786,gGXumHVvB459ib6ck4SYz9,"[-12, 2, 6, -17, 1, -1, -15]","[-11, 0, -6, -12, 1, 0, 5]",8,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2787,Sgiz4pAgw9X3TPzjkHs4PT,[-13],[-5],-14,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2788,QQB2Va49yzWZVfsLStNhTU,"[-12, 10, -17, -19, -2, 2, -5, -5, 10, 11, 11]","[13, 3, -19, -10, 2, -12, -16, -17, -15, -16, -12]",-1,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2789,VG2jdNi3xr5RedjMvucA4g,"[5, -15, -6, 4]","[18, -10, -1, -11]",-5,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2790,CNFPTV8FdXKGSNMjWPtoWp,[],[],-18,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2791,WM95Jr3bG5dnT25donm7NV,"[-13, -3, -1, 1, -4, -2, -10, -16, 9, -13, -13, -10, 2, 8]","[4, -10, -7, 4, 3, 9, -8, 10, -3, 6, -1, 2, 4, -7]",-18,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2792,dickkCnRuFSj8isu2AV8rs,"[-5, 4, 1, 2, -5, -7, -2, 2, -4, 1, -3, 1, 4, 5]","[3, -4, -5, 4, -5, -6, 1, -5, -5, -8, -8, 3, -1, -7]",-14,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2793,CscMCEhxGu6TxEeSdkDZVJ,"[-14, -8, 3, 3, -1, -15, -17, -9, -9, -4, 3, 6, -17, 4]","[9, -13, -6, -5, 0, 5, 9, -11, -8, -15, -13, -8, -1, 7]",5,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2794,AKJugCroB2vbitndPgBXqB,"[-8, -15, -5, -5, -15, -7]","[-12, -1, -12, 2, -13, -16]",17,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2795,UZV528ZghxhVq9HC8zDLDt,"[11, -15, 10, 11, -5, 10]","[-10, 2, -18, -4, -6, 8]",-11,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2796,CNFPTV8FdXKGSNMjWPtoWp,[],[],-14,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2797,CNFPTV8FdXKGSNMjWPtoWp,[],[],4,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2798,24wXBDNybpB9ghWr2SaX8K,[2],[9],-12,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2799,Fbt3kGvHWwQCbsrFV4KraK,"[7, 11, -2, 15, 11, -5, 8, 9, 8, 10]","[15, 4, 15, 1, -4, 3, 1, -4, 9, 2]",13,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2800,gJBygZuYAhGEYaTSjXkuWd,"[-6, -8, 2, 5, -2, -4, -2, -7, -4, -9, 5, 1, 9, 0]","[1, 6, 7, -2, 0, 2, -10, 3, -8, 8, -9, -10, 2, -2]",-9,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2801,ESw2WvAHUWtY2JHfzhvTC2,"[2, 2, -9, 6, -2, -13]","[-5, 2, -8, -7, 6, 1]",8,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2802,9CGgEQng8dWErvxaeyTiKP,[-6],[5],5,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2803,3o5w85oCu6ohytgxFB7aQg,"[9, 8, 3, -8, 8, 3, -4, 9, 1, 4, 6, -2, 11]","[-8, 0, 0, 6, 2, 10, 2, -2, 4, -8, -7, 0, 1]",-18,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2804,K9NfMwwfhrW9G5wcGuWxcm,"[-8, -7, 1, -4, -6, 8, 6, -2, -9, -14, 11, -4]","[2, 6, 5, 10, 3, 1, -14, 3, 9, -7, 4, -6]",4,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2805,CnqG9J7BMe8pq3EN4oxb5o,"[-7, 1, -3, -4, 0, -5]","[-3, -14, -14, 4, -5, 1]",-18,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2806,3rMpbC3BnfALyYNG37Cghp,"[-16, -15]","[2, -14]",12,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2807,nVKorBkD7iGfh74za6wxxW,"[17, -7, 16, 8, 4, 10, 16, 8, 10]","[7, 3, 4, 5, -7, 17, 3, 12, 1]",1,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2808,h8tjJbHzi76T5fpB6UpznZ,"[-1, 4, 4, 4, 5, -8, -12]","[11, 16, -6, -6, -10, 7, 8]",-8,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2809,EyLXdzVZDsVzDp73RqfVHR,"[10, 11, 7, 15, 11, 8, 5, 3]","[-1, 15, 12, -5, 11, 16, 16, -7]",-19,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2810,JewS8u2E8TtXgc3S9Gwtih,"[10, 4, 13, -7, 6]","[-7, 8, 8, 5, 18]",0,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2811,nuitZufau6oJVTeMMaGjqT,"[10, -9, 3, -6, 13, 6, -4, -13, 14, 0, -10, 4, 4]","[10, 2, -3, 1, 7, 7, 16, 14, 6, 8, -12, 10, 7]",-10,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2812,jijuxST8o4hvftFtNSsLaA,"[4, -3]","[5, -9]",5,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2813,W7e9TmYNjA2yGvAaqj9YP7,"[0, 10, 6, 9, -2]","[9, -4, -6, -5, 8]",2,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2814,D7AK7ge262sKVeewVEoSzg,"[-15, 6, -10, -19, 2, 0, -12, -6, -17]","[-5, 6, -7, -4, -13, -13, -18, 7, -3]",-12,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2815,Tsx7KpkdcpM9isd4EfrBWi,"[7, -7, 1, 6, 5, -8, 5, 4, 16, 12, 11, 16, 12, -3]","[-16, 1, 13, 3, 5, 10, 11, 3, -6, 2, 14, 6, -2, 4]",-6,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2816,mTGz7wZbq2jb7UyjaAXseU,"[-4, 6, -2]","[-19, 0, -8]",-15,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2817,CNFPTV8FdXKGSNMjWPtoWp,[],[],7,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2818,ANpj7axLHDhfQaC6gE7rGs,"[0, -2, -4]","[5, -3, -4]",-7,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2819,oSAeuSKpQ6QvSt7YjFFCEq,"[-6, -7, 13, 4, 7, -10, 7, -6, 7]","[-6, -9, 11, 12, -9, -1, -5, -8, -2]",1,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2820,GGJfLMjYTHrCK8gNs5asBU,"[-5, -12, -2]","[-12, 4, -6]",7,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2821,3R54yN4QzrWeHeu8U5h8h5,"[-1, 13, -13, -13, -4, -6, 0, -7, 11, -12, 3, 9, 14]","[-5, 2, -3, -9, 14, 10, 0, 7, 6, 15, 5, 1, 12]",-3,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2822,TQdDn5cyg7KFmZHhAdsSJb,"[-9, 4, 2, -11, -6, -2, -10, 11]","[16, -8, 2, -11, -5, 13, -1, 1]",-10,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2823,kUDBWp8NC8Rb6rHVGJNKeR,"[4, -9, -14, 7, -17, 11, 5, -13, -4, 7, -5]","[-11, -17, 11, -12, 6, -1, -14, -1, -11, -17, -14]",3,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2824,cUB7Ce9ZutHmH2Fc83VGvE,"[-15, -8, -17, -15, -6, 7, -9]","[-16, -2, 2, 3, 5, 4, -6]",-7,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2825,7FCsm8dFUV25EEUt4SfTeq,"[1, 2, -12, -15, -9, -9, -5, -3, -14, -17, 6, 3, -10]","[-2, -10, -2, -17, 5, -16, -16, 5, -17, 2, -4, -5, -14]",-19,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2826,iNFXs8VgnVeGA46HaJbzoY,"[-9, 0, 12]","[-15, -15, -14]",-6,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2827,bhX2h2qnc97s95UZyhULos,"[-10, 0, -10, 6, 4, 17]","[-9, -6, 7, 9, 6, -9]",-8,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2828,QEeHyyxChSuESZUsANTqnT,"[-11, 4]","[3, -5]",11,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2829,RvAhRX6aXPhjYViyfWw6oo,"[0, -18, -8, -15, -17]","[-10, -11, -11, 5, -3]",1,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2830,oCdgvWcZoLTZ6Cs2R3TQtT,"[7, -14, 1, -8, -1, 11, -12, 1, 12, 8, -2, 3, -17]","[6, 4, 6, 17, -10, -14, 15, 15, 7, -11, -8, -18, 4]",14,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2831,CbAeoo7EMnfagBxR37kr9a,"[0, 13, 3, 4, -4, 3, 4, 2, -1, -3, 13, 13, 4, 6]","[8, 4, 3, -5, -2, -6, 13, 2, -6, -2, -3, -3, 7, 3]",-5,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2832,3yqtJqjkaKq4RjPdaWUPqk,"[-4, -2, -8, 2, 10, 7, -7, -5, 8]","[-8, -3, 11, 6, 12, -3, 3, 3, 5]",-6,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2833,Ec7tttv6QsHzyZY7bZeLQu,"[0, -5, 8, 7, -4, -4, -1, 0, -4, 8, -2, 4]","[10, 0, 11, 3, 6, 6, 1, 1, -1, -1, -5, 11]",-12,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2834,LkCZYh8BY3hCoBys6gLka2,"[4, 2, -3, 4, 1, -11, 3, -1]","[-2, -6, -12, -7, -14, -9, -6, 1]",1,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2835,56YjgxFDCzdyBN8xL4GdFb,"[-8, 7, -9, -9, 12, 5, 8, 13, -8, -1, 17, 3, 13]","[5, 2, -9, -5, -2, 15, 13, -4, 9, 7, -6, 11, -4]",9,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2836,7wbCxz4PGA9CAKMif4deMP,[4],[-14],-2,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2837,3UGirg5Af5PS8JrG6XYQX4,"[5, -12, -1, -3, 1, -7]","[9, 15, -7, -5, -13, 11]",13,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2838,8YHJM2rspkXjcAtxcNNzHY,"[6, 3, -4, 1, 11, -9, 14, -10, -12, 1, 14, 13, -7]","[9, -8, 8, -9, 0, -4, 1, -12, 16, 2, 9, -2, 13]",5,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2839,7wbCxz4PGA9CAKMif4deMP,[4],[-9],9,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2840,UaA5jhxEVQZxnf8Do5yJqr,"[3, 5, -1, 6, 0, 2, 8, -4, 5, -3, 6]","[7, -5, 2, 5, -1, 6, -5, 8, -5, 5, -3]",9,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2841,BK3pAUm7U6Ugxz7CfffhVx,"[10, 14, 17, 13, 16, 8, -5, 4, 13, 18, -7, 14, 3]","[5, 8, 2, -6, -8, 15, 4, -7, 5, 6, -2, 11, 12]",-9,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2842,NP489H8yeA7Bo3NF7cE4PV,"[11, -6, 8, 13]","[-7, 1, 14, 12]",14,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2843,SRStFEW5WBv87Qa5yojCRJ,"[12, -4, -6, -12, -4, 10]","[-12, -4, -2, 2, -15, 3]",-11,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2844,e7A3BAtvZzwS3HcpFKpSRT,"[12, 9, -6, 6, 2, 2, 18, -11, -4, 6, 7]","[-3, 8, -1, 6, 7, 1, 5, -5, 6, 7, 8]",-5,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2845,VAfj9zJ8QHRAWKzQNHqWXK,"[10, 9, 14, 2, 1, 11]","[2, 15, 4, 1, 1, -5]",10,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2846,RSKCNf2ZNxVE7CJBPjAssG,"[5, 10, 1, 7, 12, 2, -5, 6, 4, -5, -2, 13, 14]","[6, 4, 16, 11, 1, 14, -5, 7, -4, 15, 2, 6, -3]",-13,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2847,CNFPTV8FdXKGSNMjWPtoWp,[],[],-9,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2848,FaJ4y5xhWLKf8kNaZ8ae5j,"[-14, 11, 2, 6, -5, -9, 13]","[-10, 16, 1, 5, -9, -15, -5]",-19,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2849,4bXiS76Y5wdVFpXdSrDGF6,"[-2, -9, -15, -7, 0, 0, -14]","[-7, 3, -3, -9, -14, -6, -1]",10,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2850,hUr5sLWPcRekfFgtxeAma2,"[4, 13, -3, -5, 14]","[10, 13, 7, 13, 10]",0,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2851,ba2ddTfLf6qAXdxsKq2nQi,"[5, 2, 10, -13, -15, 9, 5, -14, 2]","[-13, -13, -17, -3, -5, -2, 11, 2, -3]",11,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2852,nfU9h54bDfQ9bjsEhcPt3M,"[3, 6, 6, 6, -11, 8, 6, -4, 7]","[-4, 10, 3, -6, 7, -4, 0, -8, 3]",-7,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2853,UzyYB8QsZMWTDFJkmWditA,"[-9, -4]","[4, -12]",-5,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2854,GKw2u9HxcD3aYZ5RiBGTbt,"[3, 0, 0, -7, 7, -3, 8, 7, -5]","[2, 9, -1, 6, -2, -3, 3, -1, 2]",14,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2855,3obFu9BzitY6WTdxgmbUNx,"[13, -16]","[2, -7]",0,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2856,mEDypKaLs5fn4PnwXGNNPF,"[4, 2, -15, 0]","[-9, -15, -13, 5]",17,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2857,9VvVfXVHMhsF2xakszXyZu,"[1, 3, 11, 1, -1, 3, 16, -7, 16, -8]","[16, 16, -8, -1, 8, 9, 4, 8, 0, 8]",1,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2858,bfKBxBBEAx5y4sb5mHM6Lg,"[3, -5, -7, 0, -5, -2, -5, -2]","[-2, -7, 4, -7, -4, 0, -6, 5]",-19,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2859,m9vn9YA7xFoJDMEGdbu78z,"[10, 12]","[5, -4]",-3,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2860,Qsztn4ydb52XFuqfSHW6Go,"[0, -4, 11]","[2, 7, 11]",10,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2861,GbRsEs9pvnDGbGguA3z62s,"[-3, -8, -8]","[-2, 0, 1]",18,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2862,5HGgYvwqBEzSBBizJs229a,"[-10, -11, -15]","[-8, 8, 10]",7,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2863,EYdQMc5zXao7K6B8rWynBT,"[3, 10, -3, -3, -4, 6, 11, -1, 8, 0, -10]","[-5, 4, 10, 3, -4, -2, 9, 10, -5, 0, 5]",-9,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2864,DTB47tRKXkoMBnmax79wFD,"[3, 10, 8, -11, 11]","[-10, -11, -11, -8, 5]",-17,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2865,NYpeCEwJhjDY6QEwYvs3yc,"[6, 5, 6, 6, -3]","[5, 15, -5, 7, 17]",16,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2866,333qJCqw7nvckLZLmMaojR,"[-4, -3, -5, -2, 0, -5, 4, 4, -5, -2, 3]","[3, 0, 3, 2, -3, 3, -5, -4, -2, -5, 4]",-17,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2867,3FfZpKue9mvTi77Hx2rgXn,"[2, 3, -4, 5, 1, 0, 2, -5, -2, -7, 4]","[-5, 0, 4, -6, 1, -6, -4, 0, 1, -4, 0]",14,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2868,LyhF74zUzGRTfJ45zMjCfJ,"[2, -5, 0, -5, 4, -5, 2, 1, -6, 2, -3, 3, -7, -9]","[-1, -1, 0, 2, -1, -4, 4, 4, -3, -5, 3, 0, -4, -4]",12,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2869,GT99UaFfbct7a3RJ9Cfdi3,"[-3, -5, -10, -4, 6, -1, -1, 3, -8, -7]","[6, -5, -15, -4, 0, -1, -9, 6, -10, 5]",2,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2870,m2KcPEhgWJAPpeYweFogND,"[-3, 4, 1]","[-7, -7, 11]",13,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2871,ExWHj5GNiuVEj4TGUcXLj2,"[-4, 4, 8, 2, -7, -8, 7, 9, 1, -8, 13]","[3, -3, 0, -9, -2, 5, 2, 15, 5, 5, 13]",-3,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2872,Rk6fS4pupZmUTsMRyrXXHd,"[2, 7, -5, -1, 0]","[-4, -6, -6, 0, 7]",-14,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2873,RDYxFaKQkXgnyrsUjyGtD9,"[-10, -1, 6, 10, -2, 2, 5, 1, 3, 11, 8, 10, -2, -8]","[-4, 11, 9, 6, -5, 3, -3, 0, 3, -2, -6, 14, 11, -9]",2,<class 'list'>,<class 'list'>,<class 'list'>,14,14
